row_id,app_id,app_name,app_version,cmp_id,cmp_name,cmp_version,cmp_type,app_status,cmp_status,request_id,request_date,request_status,request_step,notes,requestor,color
590,ALI-83,(a) Event Finder,5.3,83.53.5,Google Maps,v1.3,API,released,released,DXH_650_R19,4/13/2017,,completed,,,yellow
591,ALI-83,(a) Event Finder,5.3,83.53.6,Javascript,v3.0,open source,released,released,DZV_733_R46,4/14/2017,,completed,,,yellow
592,ALI-83,(a) Event Finder,5.3,83.53.7,Ruby,5,open source,released,released,LBB_511_R32,4/16/2017,,completed,,,yellow
593,ALI-83,(a) Event Finder,5.3,83.53.8,Flash Player,10,commercial,released,released,AUL_773_R4,4/17/2017,,completed,,,yellow
594,ALI-83,(a) Event Finder,5.3,83.53.9,IconFinder,2029,commercial,released,released,MPN_738_R1,4/17/2017,,completed,,,yellow
595,ALI-84,(a) Event Finder,5.4,84.54.1,Apache,9,open source,estimation,Submitted,MVP_631_R16,1/18/2018,,Inspection Step,,,yellow
596,ALI-84,(a) Event Finder,5.4,84.54.10,(a) Color Picker,1.5,internal,estimation,Pending,XZA_748_R15,2/2/2018,,inspection Step,,,yellow
597,ALI-84,(a) Event Finder,5.4,84.54.11,(a) FileView,2.05,internal,estimation,Approved,CHH_864_R33,2/3/2018,,Approval Step,,,yellow
598,ALI-84,(a) Event Finder,5.4,84.54.2,Bootstrap,3,open source,estimation,Pending,TZO_391_R15,2/3/2018,,inspection Step,"open source, no commercial support",,yellow
599,ALI-84,(a) Event Finder,5.4,84.54.3,jQuery,3,open source,estimation,Approved,HQD_287_R2,2/5/2018,,Approval Step,,,yellow
600,ALI-84,(a) Event Finder,5.4,84.54.4,Ajax,13,open source,estimation,Approved,VSM_778_R11,1/18/2018,,Approval Step,,,yellow
601,ALI-84,(a) Event Finder,5.4,84.54.5,Google Maps,v2.0,API,estimation,Submitted,DKD_763_R29,1/19/2018,,Inspection Step,,,yellow
602,ALI-84,(a) Event Finder,5.4,84.54.6,Javascript,v3.1,open source,estimation,submitted,EWM_400_R34,1/20/2018,,Inspection Step,,,yellow
603,ALI-84,(a) Event Finder,5.4,84.54.7,Ruby,6,open source,estimation,Pending,SDD_420_R3,1/23/2018,,inspection Step,,,yellow
604,ALI-84,(a) Event Finder,5.4,84.54.8,Flash Player,11,commercial,estimation,Pending,BAW_448_R38,1/24/2018,,inspection Step,,,yellow
605,ALI-84,(a) Event Finder,5.4,84.54.9,IconFinder,2029,commercial,estimation,Pending,QZY_403_R16,1/28/2018,,inspection Step,,,yellow
606,ALI-85,(a) Event Finder,5.5,85.55.1,Apache,10,open source,planning,Submitted,YNT_386_R44,2/5/2018,,Inspection Step,,,yellow
607,ALI-85,(a) Event Finder,5.5,85.55.10,(a) Color Picker,1.6,internal,planning,Approved,DRA_663_R35,2/19/2018,,Approval Step,,,yellow
608,ALI-85,(a) Event Finder,5.5,85.55.11,(a) FileView,2.06,internal,planning,Approved,ZJU_887_R32,2/22/2018,,Approval Step,,,yellow
609,ALI-85,(a) Event Finder,5.5,85.55.2,Bootstrap,3,open source,planning,Pending,FZL_966_R48,2/23/2018,,inspection Step,"open source, no commercial support",,yellow
610,ALI-85,(a) Event Finder,5.5,85.55.3,jQuery,3.1,open source,planning,Approved,IZP_413_R43,2/23/2018,,Approval Step,,,yellow
611,ALI-85,(a) Event Finder,5.5,85.55.4,Ajax,14,open source,planning,Pending,GJF_320_R39,2/9/2018,,inspection Step,,,yellow
612,ALI-85,(a) Event Finder,5.5,85.55.5,Google Maps,v2.1,API,planning,Submitted,IOC_615_R25,2/9/2018,,Inspection Step,,,yellow
613,ALI-85,(a) Event Finder,5.5,85.55.6,Javascript,v3.2,open source,planning,Approved,ZWV_117_R29,2/10/2018,,Approval Step,,,yellow
614,ALI-85,(a) Event Finder,5.5,85.55.7,Ruby,7,open source,planning,Submitted,CEF_295_R47,2/12/2018,,Inspection Step,,,yellow
615,ALI-85,(a) Event Finder,5.5,85.55.8,Flash Player,12,commercial,planning,Submitted,DNB_676_R6,2/16/2018,,Inspection Step,,,yellow
616,ALI-85,(a) Event Finder,5.5,85.55.9,IconFinder,2029,commercial,planning,Approved,CJT_860_R42,2/18/2018,,Approval Step,,,yellow
617,ALI-86,(a) Event Finder,5.6,86.56.1,Apache,11,open source,on hold,Pending,XYF_816_R13,12/10/2018,,inspection Step,,,yellow
618,ALI-86,(a) Event Finder,5.6,86.56.10,(a) Color Picker,1.7,internal,on hold,Submitted,AFP_508_R33,12/15/2018,,Inspection Step,,,yellow
619,ALI-86,(a) Event Finder,5.6,86.56.11,(a) FileView,2.07,internal,on hold,submitted,ISR_220_R12,12/15/2018,,Inspection Step,,,yellow
620,ALI-86,(a) Event Finder,5.6,86.56.2,Bootstrap,3.4,open source,on hold,Approved,DCA_498_R30,12/16/2018,,Approval Step,"open source, no commercial support",,yellow
621,ALI-86,(a) Event Finder,5.6,86.56.3,jQuery,3.1,open source,on hold,Approved,FUF_558_R24,12/16/2018,,Approval Step,,,yellow
622,ALI-86,(a) Event Finder,5.6,86.56.4,Ajax,15,open source,on hold,Approved,YAB_969_R49,12/10/2018,,Approval Step,,,yellow
623,ALI-86,(a) Event Finder,5.6,86.56.5,Google Maps,v2.2,API,on hold,Approved,IML_249_R30,12/11/2018,,Approval Step,,,yellow
624,ALI-86,(a) Event Finder,5.6,86.56.6,Javascript,v4.0,open source,on hold,Pending,ZCB_512_R4,12/11/2018,,inspection Step,,,yellow
625,ALI-86,(a) Event Finder,5.6,86.56.7,Ruby,8,open source,on hold,Pending,CWZ_792_R35,12/12/2018,,inspection Step,,,yellow
626,ALI-86,(a) Event Finder,5.6,86.56.8,Flash Player,13,commercial,on hold,Pending,AGQ_188_R38,12/13/2018,,inspection Step,,,yellow
627,ALI-86,(a) Event Finder,5.6,86.56.9,IconFinder,2029,commercial,on hold,Approved,IBA_478_R23,12/13/2018,,Approval Step,,,yellow
628,ALI-87,(a) Event Finder,5.7,87.57.1,Apache,12,open source,planning,Approved,VSF_518_R50,12/18/2018,,Approval Step,,,yellow
629,ALI-87,(a) Event Finder,5.7,87.57.10,(a) Color Picker,1.8,internal,planning,Pending,GJC_871_R49,12/28/2018,,inspection Step,,,yellow
630,ALI-87,(a) Event Finder,5.7,87.57.11,(a) FileView,2.08,internal,planning,Pending,JBR_686_R24,12/28/2018,,inspection Step,,,yellow
631,ALI-87,(a) Event Finder,5.7,87.57.2,Bootstrap,3.4,open source,planning,Pending,LUP_805_R47,12/28/2018,,inspection Step,"open source, no commercial support",,yellow
632,ALI-87,(a) Event Finder,5.7,87.57.3,jQuery,3.1.1,open source,planning,Approved,JPG_382_R22,1/4/2019,,Approval Step,,,yellow
633,ALI-87,(a) Event Finder,5.7,87.57.4,Ajax,16,open source,planning,Pending,REQ_787_R33,12/21/2018,,inspection Step,,,yellow
634,ALI-87,(a) Event Finder,5.7,87.57.5,Google Maps,v2.3,API,planning,submitted,FYG_124_R20,12/22/2018,,Inspection Step,,,yellow
635,ALI-87,(a) Event Finder,5.7,87.57.6,Javascript,v4.1,open source,planning,Approved,JXS_970_R16,12/22/2018,,Approval Step,,,yellow
636,ALI-87,(a) Event Finder,5.7,87.57.7,Ruby,9,open source,planning,Pending,CCD_428_R41,12/23/2018,,inspection Step,,,yellow
637,ALI-87,(a) Event Finder,5.7,87.57.8,Flash Player,14,commercial,planning,In_Review,GZC_886_R31,12/23/2018,,Review Step,,,yellow
638,ALI-87,(a) Event Finder,5.7,87.57.9,IconFinder,2029,commercial,planning,Submitted,SUW_254_R43,12/27/2018,,Inspection Step,,,yellow
639,ALI-88,(a) Event Finder,5.8,88.58.1,Apache,13,open source,estimation,Submitted,ILM_854_R23,9/4/2019,,Inspection Step,,,yellow
640,ALI-88,(a) Event Finder,5.8,88.58.10,(a) Color Picker,1.9,internal,estimation,Pending,EVP_931_R33,9/13/2019,,inspection Step,,,yellow
641,ALI-88,(a) Event Finder,5.8,88.58.11,(a) FileView,2.09,internal,estimation,Approved,QZU_143_R9,9/13/2019,,Approval Step,,,yellow
642,ALI-88,(a) Event Finder,5.8,88.58.2,Bootstrap,4,open source,estimation,Pending,FYR_630_R17,9/14/2019,,inspection Step,"open source, no commercial support",,yellow
643,ALI-88,(a) Event Finder,5.8,88.58.3,jQuery,3.1.1,open source,estimation,Approved,JMJ_703_R19,9/15/2019,,Approval Step,,,yellow
644,ALI-88,(a) Event Finder,5.8,88.58.4,Ajax,17,open source,estimation,Pending,MYJ_153_R15,9/5/2019,,inspection Step,,,yellow
645,ALI-88,(a) Event Finder,5.8,88.58.5,Google Maps,v3.0,API,estimation,Submitted,MII_608_R10,9/6/2019,,Inspection Step,,,yellow
646,ALI-88,(a) Event Finder,5.8,88.58.6,Javascript,v5.0,open source,estimation,In_Review,ZLW_451_R21,9/7/2019,,Review Step,,,yellow
647,ALI-88,(a) Event Finder,5.8,88.58.7,Ruby,10,open source,estimation,Pending,EVS_481_R27,9/9/2019,,inspection Step,,,yellow
648,ALI-88,(a) Event Finder,5.8,88.58.8,Flash Player,15,commercial,estimation,Pending,PQA_315_R1,9/12/2019,,Review Step,,,yellow
649,ALI-88,(a) Event Finder,5.8,88.58.9,IconFinder,2029,commercial,estimation,Approved,THF_832_R29,9/12/2019,,Approval Step,,,yellow
650,ALI-89,(a) Event Finder,5.9,89.59.1,Apache,14,open source,on hold,Pending,CFK_243_R6,9/16/2019,,inspection Step,,,yellow
651,ALI-89,(a) Event Finder,5.9,89.59.10,(a) Color Picker,1.9,internal,on hold,Submitted,IXY_794_R35,9/25/2019,,Inspection Step,,,yellow
652,ALI-89,(a) Event Finder,5.9,89.59.11,(a) FileView,2.1,internal,on hold,Pending,GPV_590_R19,9/26/2019,,inspection Step,,,yellow
653,ALI-89,(a) Event Finder,5.9,89.59.2,Bootstrap,4,open source,on hold,Submitted,CSA_105_R22,9/27/2019,,Inspection Step,"open source, no commercial support",,yellow
654,ALI-89,(a) Event Finder,5.9,89.59.3,jQuery,3.2,open source,on hold,Submitted,RCN_662_R37,9/27/2019,,Inspection Step,,,yellow
655,ALI-89,(a) Event Finder,5.9,89.59.4,Ajax,18,open source,on hold,Approved,KPJ_441_R24,9/16/2019,,Approval Step,,,yellow
656,ALI-89,(a) Event Finder,5.9,89.59.5,Google Maps,v3.1,API,on hold,Approved,WGK_426_R2,9/21/2019,,Approval Step,,,yellow
657,ALI-89,(a) Event Finder,5.9,89.59.6,Javascript,v5.1,open source,on hold,Pending,MXK_313_R6,9/22/2019,,inspection Step,,,yellow
658,ALI-89,(a) Event Finder,5.9,89.59.7,Ruby,11,open source,on hold,Approved,ESC_164_R42,9/23/2019,,Approval Step,,,yellow
659,ALI-89,(a) Event Finder,5.9,89.59.8,Flash Player,16,commercial,on hold,Approved,UBF_306_R8,9/24/2019,,Approval Step,,,yellow
660,ALI-89,(a) Event Finder,5.9,89.59.9,IconFinder,2029,commercial,on hold,Submitted,VPC_581_R19,9/24/2019,,Inspection Step,,,yellow
661,ALI-3,(a) FileView,2.01,3.201.1,Javascript,v2.0,open source,released,released,OGB_679_R21,2/24/2016,,completed,,,yellow
662,ALI-3,(a) FileView,2.01,3.201.10,DB_Layer,3.2,internal,released,released,YEN_819_R40,3/6/2016,,completed,,,yellow
663,ALI-3,(a) FileView,2.01,3.201.2,IconFinder,2029,commercial,released,released,BGL_241_R13,3/6/2016,,completed,,,yellow
664,ALI-3,(a) FileView,2.01,3.201.3,jQuery,3,open source,released,released,JTS_193_R42,3/7/2016,,completed,,,yellow
665,ALI-3,(a) FileView,2.01,3.201.4,Linux,6,open source,released,released,TBN_501_R4,2/24/2016,,completed,,,yellow
666,ALI-3,(a) FileView,2.01,3.201.5,Bootstrap,2,open source,released,released,UIN_608_R9,2/25/2016,,completed,"open source, no commercial support",,yellow
667,ALI-3,(a) FileView,2.01,3.201.6,Datatable,2,open source,released,released,DNX_557_R23,2/27/2016,,completed,,,yellow
668,ALI-3,(a) FileView,2.01,3.201.7,Ajax,9,open source,released,released,WBI_637_R28,3/2/2016,,completed,,,yellow
669,ALI-3,(a) FileView,2.01,3.201.8,Ruby,2,open source,released,released,CTL_634_R7,3/3/2016,,completed,,,yellow
670,ALI-3,(a) FileView,2.01,3.201.9,Java,5,open source,released,released,IRN_737_R42,3/4/2016,,completed,,,yellow
671,ALI-31,(a) FileView,2.02,31.202.1,Javascript,v2.1,open source,released,released,YPR_358_R30,3/18/2016,,completed,,,yellow
672,ALI-31,(a) FileView,2.02,31.202.10,DB_Layer,3.5,internal,released,released,FAT_669_R38,4/1/2016,,completed,,,yellow
673,ALI-31,(a) FileView,2.02,31.202.2,IconFinder,2029,commercial,released,released,BJK_861_R2,4/3/2016,,completed,,,yellow
674,ALI-31,(a) FileView,2.02,31.202.3,jQuery,3,open source,released,released,SOI_140_R35,4/7/2016,,completed,,,yellow
675,ALI-31,(a) FileView,2.02,31.202.4,Linux,6,open source,released,released,BPJ_261_R15,3/21/2016,,completed,,,yellow
676,ALI-31,(a) FileView,2.02,31.202.5,Bootstrap,2,open source,released,released,ZXD_409_R20,3/23/2016,,completed,"open source, no commercial support",,yellow
677,ALI-31,(a) FileView,2.02,31.202.6,Datatable,2,open source,released,released,GNV_189_R4,3/24/2016,,completed,,,yellow
678,ALI-31,(a) FileView,2.02,31.202.7,Ajax,10,open source,released,released,QCA_621_R8,3/27/2016,,completed,,,yellow
679,ALI-31,(a) FileView,2.02,31.202.8,Ruby,3,open source,released,released,FPC_750_R9,3/27/2016,,completed,,,yellow
680,ALI-31,(a) FileView,2.02,31.202.9,Java,5,open source,released,released,JOZ_357_R29,3/28/2016,,completed,,,yellow
681,ALI-32,(a) FileView,2.03,32.203.1,Javascript,v2.2,open source,released,released,VYU_938_R46,4/23/2017,,completed,,,yellow
682,ALI-32,(a) FileView,2.03,32.203.10,Java,6,open source,released,released,DAX_744_R31,5/7/2017,,completed,,,yellow
683,ALI-32,(a) FileView,2.03,32.203.2,DB_Layer,202.2,internal,released,released,TKY_674_R11,5/7/2017,,completed,,,yellow
684,ALI-32,(a) FileView,2.03,32.203.3,IconFinder,2029,commercial,released,released,OTZ_944_R39,4/24/2017,,completed,,,yellow
685,ALI-32,(a) FileView,2.03,32.203.4,jQuery,3,open source,released,released,SPB_768_R47,4/24/2017,,completed,,,yellow
686,ALI-32,(a) FileView,2.03,32.203.5,Linux,8,open source,released,released,ZDF_426_R9,4/25/2017,,completed,,,yellow
687,ALI-32,(a) FileView,2.03,32.203.6,Bootstrap,2,open source,released,released,NOW_832_R17,5/1/2017,,completed,"open source, no commercial support",,yellow
688,ALI-32,(a) FileView,2.03,32.203.7,Datatable,2.1,open source,released,released,HEJ_602_R35,5/2/2017,,completed,,,yellow
689,ALI-32,(a) FileView,2.03,32.203.8,Ajax,11,open source,released,released,VEK_837_R10,5/2/2017,,completed,,,yellow
690,ALI-32,(a) FileView,2.03,32.203.9,Ruby,4,open source,released,released,TFD_447_R32,5/3/2017,,completed,,,yellow
691,ALI-33,(a) FileView,2.04,33.204.1,Javascript,v3.0,open source,released,released,EKA_436_R22,5/9/2017,,completed,,,yellow
692,ALI-33,(a) FileView,2.04,33.204.10,Java,6,open source,released,released,HWQ_194_R49,5/21/2017,,completed,,,yellow
693,ALI-33,(a) FileView,2.04,33.204.2,DB_Layer,202.2,internal,released,released,IJP_547_R40,5/22/2017,,completed,,,yellow
694,ALI-33,(a) FileView,2.04,33.204.3,IconFinder,2029,commercial,released,released,AOY_992_R20,5/10/2017,,completed,,,yellow
695,ALI-33,(a) FileView,2.04,33.204.4,jQuery,3,open source,released,released,SLB_842_R2,5/13/2017,,completed,,,yellow
696,ALI-33,(a) FileView,2.04,33.204.5,Linux,8,open source,released,released,JLJ_666_R46,5/15/2017,,completed,,,yellow
697,ALI-33,(a) FileView,2.04,33.204.6,Bootstrap,3,open source,released,released,IVS_918_R44,5/17/2017,,completed,"open source, no commercial support",,yellow
698,ALI-33,(a) FileView,2.04,33.204.7,Datatable,2.1,open source,released,released,WXF_388_R35,5/17/2017,,completed,,,yellow
699,ALI-33,(a) FileView,2.04,33.204.8,Ajax,12,open source,released,released,SCD_970_R25,5/19/2017,,completed,,,yellow
700,ALI-33,(a) FileView,2.04,33.204.9,Ruby,5,open source,released,released,EKW_947_R15,5/21/2017,,completed,,,yellow
701,ALI-34,(a) FileView,2.05,34.205.1,Javascript,v3.1,open source,estimation,Submitted,ASX_712_R20,2/26/2018,,Inspection Step,,,yellow
702,ALI-34,(a) FileView,2.05,34.205.10,Java,7,open source,estimation,Pending,AFL_864_R5,3/10/2018,,inspection Step,,,yellow
703,ALI-34,(a) FileView,2.05,34.205.2,DB_Layer,202.2,internal,estimation,Pending,AMR_760_R38,3/10/2018,,inspection Step,,,yellow
704,ALI-34,(a) FileView,2.05,34.205.3,IconFinder,2029,commercial,estimation,Submitted,ENL_601_R39,2/27/2018,,Inspection Step,,,yellow
705,ALI-34,(a) FileView,2.05,34.205.4,jQuery,3.1,open source,estimation,Approved,VKC_810_R29,3/1/2018,,Approval Step,,,yellow
706,ALI-34,(a) FileView,2.05,34.205.5,Linux,9,open source,estimation,Approved,CUB_961_R50,3/3/2018,,Approval Step,,,yellow
707,ALI-34,(a) FileView,2.05,34.205.6,Bootstrap,3.4,open source,estimation,Pending,ASH_749_R9,3/4/2018,,inspection Step,"open source, no commercial support",,yellow
708,ALI-34,(a) FileView,2.05,34.205.7,Datatable,2.2,open source,estimation,Pending,AWN_789_R25,3/6/2018,,inspection Step,,,yellow
709,ALI-34,(a) FileView,2.05,34.205.8,Ajax,13,open source,estimation,Pending,OTC_435_R37,3/8/2018,,inspection Step,,,yellow
710,ALI-34,(a) FileView,2.05,34.205.9,Ruby,6,open source,estimation,Pending,RHS_509_R15,3/9/2018,,inspection Step,,,yellow
711,ALI-35,(a) FileView,2.06,35.206.1,Javascript,v3.2,open source,planning,Submitted,AQM_260_R41,3/10/2018,,Inspection Step,,,yellow
712,ALI-35,(a) FileView,2.06,35.206.10,Java,7,open source,planning,Approved,DPU_922_R8,3/22/2018,,Approval Step,,,yellow
713,ALI-35,(a) FileView,2.06,35.206.2,DB_Layer,202.2,internal,planning,Approved,FQO_136_R24,3/22/2018,,Approval Step,,,yellow
714,ALI-35,(a) FileView,2.06,35.206.3,IconFinder,2029,commercial,planning,Pending,ZPL_167_R9,3/11/2018,,inspection Step,,,yellow
715,ALI-35,(a) FileView,2.06,35.206.4,jQuery,3.1,open source,planning,Pending,AQX_766_R25,3/13/2018,,inspection Step,,,yellow
716,ALI-35,(a) FileView,2.06,35.206.5,Linux,9,open source,planning,Pending,EAX_114_R46,3/13/2018,,inspection Step,,,yellow
717,ALI-35,(a) FileView,2.06,35.206.6,Bootstrap,3.4,open source,planning,Submitted,GXL_941_R20,3/16/2018,,Inspection Step,"open source, no commercial support",,yellow
718,ALI-35,(a) FileView,2.06,35.206.7,Datatable,3,open source,planning,Approved,JLC_972_R6,3/16/2018,,Approval Step,,,yellow
719,ALI-35,(a) FileView,2.06,35.206.8,Ajax,14,open source,planning,Approved,RHD_326_R1,3/19/2018,,Approval Step,,,yellow
720,ALI-35,(a) FileView,2.06,35.206.9,Ruby,7,open source,planning,Submitted,INO_176_R42,3/21/2018,,Inspection Step,,,yellow
721,ALI-36,(a) FileView,2.07,36.207.1,Javascript,v4.0,open source,on hold,Pending,QHU_285_R8,1/4/2019,,inspection Step,,,yellow
722,ALI-36,(a) FileView,2.07,36.207.10,Java,8,open source,on hold,Approved,XGU_450_R20,1/12/2019,,Approval Step,,,yellow
723,ALI-36,(a) FileView,2.07,36.207.2,DB_Layer,202.2,internal,on hold,Pending,DRS_797_R37,1/13/2019,,inspection Step,,,yellow
724,ALI-36,(a) FileView,2.07,36.207.3,IconFinder,2029,commercial,on hold,Pending,JSV_571_R26,1/5/2019,,inspection Step,,,yellow
725,ALI-36,(a) FileView,2.07,36.207.4,jQuery,3.1.1,open source,on hold,Approved,QYA_974_R36,1/7/2019,,Approval Step,,,yellow
726,ALI-36,(a) FileView,2.07,36.207.5,Linux,10,open source,on hold,Pending,RWZ_879_R2,1/7/2019,,inspection Step,,,yellow
727,ALI-36,(a) FileView,2.07,36.207.6,Bootstrap,3.4,open source,on hold,Pending,SKR_184_R26,1/8/2019,,inspection Step,"open source, no commercial support",,yellow
728,ALI-36,(a) FileView,2.07,36.207.7,Datatable,3,open source,on hold,Submitted,NHZ_919_R29,1/9/2019,,Inspection Step,,,yellow
729,ALI-36,(a) FileView,2.07,36.207.8,Ajax,15,open source,on hold,Submitted,WMR_900_R34,1/10/2019,,Inspection Step,,,yellow
730,ALI-36,(a) FileView,2.07,36.207.9,Ruby,8,open source,on hold,Submitted,DBC_713_R31,1/12/2019,,Inspection Step,,,yellow
731,ALI-37,(a) FileView,2.08,37.208.1,Javascript,v4.1,open source,estimation,Submitted,UFY_294_R9,1/14/2019,,Inspection Step,,,yellow
732,ALI-37,(a) FileView,2.08,37.208.10,Java,8,open source,estimation,Submitted,INB_842_R33,1/23/2019,,Inspection Step,,,yellow
733,ALI-37,(a) FileView,2.08,37.208.2,DB_Layer,202.2,internal,estimation,Submitted,JMV_526_R45,1/23/2019,,Inspection Step,,,yellow
734,ALI-37,(a) FileView,2.08,37.208.3,IconFinder,2029,commercial,estimation,submitted,SGO_292_R50,1/15/2019,,Inspection Step,,,yellow
735,ALI-37,(a) FileView,2.08,37.208.4,jQuery,3.1.1,open source,estimation,Submitted,IRS_208_R3,1/16/2019,,Inspection Step,,,yellow
736,ALI-37,(a) FileView,2.08,37.208.5,Linux,10,open source,estimation,Submitted,PMO_638_R26,1/16/2019,,Inspection Step,,,yellow
737,ALI-37,(a) FileView,2.08,37.208.6,Bootstrap,4,open source,estimation,Submitted,JEK_542_R16,1/17/2019,,Inspection Step,"open source, no commercial support",,yellow
738,ALI-37,(a) FileView,2.08,37.208.7,Datatable,3.1,open source,estimation,Pending,APT_455_R17,1/18/2019,,inspection Step,,,yellow
739,ALI-37,(a) FileView,2.08,37.208.8,Ajax,16,open source,estimation,Pending,XLZ_288_R13,1/19/2019,,inspection Step,,,yellow
740,ALI-37,(a) FileView,2.08,37.208.9,Ruby,9,open source,estimation,Pending,AOO_506_R49,1/23/2019,,inspection Step,,,yellow
741,ALI-38,(a) FileView,2.09,38.209.1,Javascript,v5.0,open source,on hold,Pending,ANS_821_R18,10/3/2019,,inspection Step,,,yellow
742,ALI-38,(a) FileView,2.09,38.209.10,Java,8,open source,on hold,Pending,NJJ_258_R38,10/16/2019,,inspection Step,,,yellow
743,ALI-38,(a) FileView,2.09,38.209.2,DB_Layer,202.2,internal,on hold,In_Review,ZOV_529_R11,10/17/2019,,Review Step,,,yellow
744,ALI-38,(a) FileView,2.09,38.209.3,IconFinder,2029,commercial,on hold,Pending,DHI_882_R13,10/6/2019,,inspection Step,,,yellow
745,ALI-38,(a) FileView,2.09,38.209.4,jQuery,3.2,open source,on hold,Pending,ABJ_292_R28,10/10/2019,,Review Step,,,yellow
746,ALI-38,(a) FileView,2.09,38.209.5,Linux,11,open source,on hold,Pending,QST_658_R34,10/10/2019,,inspection Step,,,yellow
747,ALI-38,(a) FileView,2.09,38.209.6,Bootstrap,4,open source,on hold,Approved,TDZ_108_R24,10/11/2019,,Approval Step,"open source, no commercial support",,yellow
748,ALI-38,(a) FileView,2.09,38.209.7,Datatable,3.2,open source,on hold,Submitted,NAG_817_R20,10/13/2019,,Inspection Step,,,yellow
749,ALI-38,(a) FileView,2.09,38.209.8,Ajax,17,open source,on hold,Pending,CYG_557_R45,10/14/2019,,Review Step,,,yellow
750,ALI-38,(a) FileView,2.09,38.209.9,Ruby,10,open source,on hold,Approved,GSG_731_R32,10/15/2019,,Approval Step,,,yellow
751,ALI-39,(a) FileView,2.1,39.21.1,Javascript,v5.1,open source,on hold,Pending,AMW_368_R22,10/18/2019,,Review Step,,,yellow
752,ALI-39,(a) FileView,2.1,39.21.10,Java,8,open source,on hold,Pending,PWW_342_R31,10/26/2019,,Review Step,,,yellow
753,ALI-39,(a) FileView,2.1,39.21.2,DB_Layer,202.2,internal,on hold,Pending,MPY_357_R28,10/27/2019,,inspection Step,,,yellow
754,ALI-39,(a) FileView,2.1,39.21.3,IconFinder,2029,commercial,on hold,submitted,LLC_286_R22,10/19/2019,,Inspection Step,,,yellow
755,ALI-39,(a) FileView,2.1,39.21.4,jQuery,3.2,open source,on hold,Approved,IKF_656_R3,10/20/2019,,Approval Step,,,yellow
756,ALI-39,(a) FileView,2.1,39.21.5,Linux,11,open source,on hold,Pending,DBJ_728_R13,10/21/2019,,inspection Step,,,yellow
757,ALI-39,(a) FileView,2.1,39.21.6,Bootstrap,4,open source,on hold,Submitted,KPR_934_R27,10/22/2019,,Inspection Step,"open source, no commercial support",,yellow
758,ALI-39,(a) FileView,2.1,39.21.7,Datatable,3.5,open source,on hold,Submitted,FMC_888_R45,10/23/2019,,Inspection Step,,,yellow
759,ALI-39,(a) FileView,2.1,39.21.8,Ajax,18,open source,on hold,Submitted,CXU_525_R14,10/24/2019,,Inspection Step,,,yellow
760,ALI-39,(a) FileView,2.1,39.21.9,Ruby,11,open source,on hold,Submitted,SMC_938_R10,10/25/2019,,Inspection Step,,,yellow
761,ALI-10,(a) One Stop Portal,1,10.1.1,(a) Planner_App,1.01,internal,released,released,XUD_174_R6,10/6/2016,,completed,,,yellow
762,ALI-10,(a) One Stop Portal,1,10.1.10,mySQL,3,open source,released,released,QYR_890_R5,10/13/2016,,completed,,,yellow
763,ALI-10,(a) One Stop Portal,1,10.1.11,Wordpress,6,open source,released,released,SGD_587_R7,10/14/2016,,completed,,,yellow
764,ALI-10,(a) One Stop Portal,1,10.1.12,Webmaster,7,Commercial,released,released,ULC_114_R36,10/15/2016,,completed,,,yellow
765,ALI-10,(a) One Stop Portal,1,10.1.13,Music Player,9.8,commercial,released,released,QIP_801_R23,10/18/2016,,completed,,,yellow
766,ALI-10,(a) One Stop Portal,1,10.1.14,Acrobat Reader,6,commercial,released,released,GMF_960_R22,10/21/2016,,completed,,,yellow
767,ALI-10,(a) One Stop Portal,1,10.1.15,Favorite Manager,6,commercial,released,released,KQR_189_R17,10/22/2016,,completed,,,yellow
768,ALI-10,(a) One Stop Portal,1,10.1.16,(a) Book Saver,3,internal,released,released,FXU_780_R5,10/7/2016,,completed,,,yellow
769,ALI-10,(a) One Stop Portal,1,10.1.2,(a) Address Book,7,internal,released,released,RRZ_597_R39,10/8/2016,,completed,,,yellow
770,ALI-10,(a) One Stop Portal,1,10.1.3,(a) Budget Estimator,2.01,internal,released,released,VEO_724_R27,10/8/2016,,completed,,,yellow
771,ALI-10,(a) One Stop Portal,1,10.1.4,Bootstrap,2,open source,released,released,CXO_499_R29,10/8/2016,,completed,"open source, no commercial support",,yellow
772,ALI-10,(a) One Stop Portal,1,10.1.5,jQuery,3,open source,released,released,CZP_981_R2,10/8/2016,,completed,,,yellow
773,ALI-10,(a) One Stop Portal,1,10.1.6,Ajax,9,open source,released,released,NFT_663_R12,10/10/2016,,completed,,,yellow
774,ALI-10,(a) One Stop Portal,1,10.1.7,Apache,5,open source,released,released,QKW_905_R43,10/12/2016,,completed,,,yellow
775,ALI-10,(a) One Stop Portal,1,10.1.8,Flash Player,7,commercial,released,released,GYB_188_R1,10/13/2016,,completed,,,yellow
776,ALI-10,(a) One Stop Portal,1,10.1.9,Java,5,open source,released,released,STC_134_R28,10/13/2016,,completed,,,yellow
777,ALI-101,(a) One Stop Portal,2,101.2.1,(a) Planner_App,1.01,internal,released,released,WPC_878_R23,5/25/2017,,completed,,,yellow
778,ALI-101,(a) One Stop Portal,2,101.2.10,(a) Budget Estimator,2.02,internal,released,released,ZST_937_R2,6/3/2017,,completed,,,yellow
